app_name,review_text
call of duty: world at war,"call of duty: world at war is by far one of the best fps co-op games on steam. why? not only does it have an entertaining fast paced still active multiplayer and an extremely involved campaign, but world at war also comes with modding capabilities. many waw fans agree, one of the best parts of call of duty is its zombies! within the zombie mode, modders and mappers have introduced custom zombies maps for you to download online. this way you aren't stuck playing the same 4 zombie maps. there are hundreds of custom maps featuring customized weapons, camos, perks, scenery, storylines, objectives, game modes, and much more! would definitely recommend this game to any fps zombie lover out there. a+ in my book! download custom zombies maps here:"
call of duty: world at war,pros - not set in space - no boost jumping - no exo suits - no micro-transactions - no 12 year old squekers or ali-a fanboys screaming down the mic - all dlc is included with the game for free - custom zombie maps - the campaign is awesome - 64 player servers - you can drive tanks for ♥♥♥♥s sake - still fun to play after being released 8 years ago cons - made by the same company who made black ops 3 - martyrdom and last stand perks
call of duty: world at war,"the second best call of duty ever made and one of the last good remaining ones. call of duty: world at war is not a masterpiece but it is a damn good game. the gameplay is simply cod4 with a different era. its fun, fast, and arcadie. the single player is alright with a couple of interesting characters. nothing worth praising here but a lot of enjoyment is to be had from the campaing. multiplayer is still alive and active. the servers are very fun to play in and have a lot of active players on them. waw's multiplayer is very fun and solid. it may have a couple of cheap moments like any other cod has. but it is still very enjoyable and can keep you entertained for a couple of hours. as always i leave the best for last. zombies! call of duty: world at war's zombie mode is one of the best co-op experiences i have ever had. its fun, gameplay is solid, theres a story, and it will give you and your friends hours upon hours of entertainment. the game comes with 4 solid maps to play on. natch der untoten, verruckt, shi no numa, and der riese. these maps offer great variety and are very fun to play in. zombies is the biggest and most alive part of this game. with a community that has created thousands upon thousands of custom zombie maps that one can enjoy. many map makers like zct and tmg provide high quality maps that can be compared to treyarch's best. you still reading eh? go and buy this game now! yeah thats right, now! this is a game everyone should have in their libraries as it offers many hours of entertainment. like stated before this is the 2nd best call of duty to be made. i give this game a 9.5/10 as it truly deserves that score."
call of duty: world at war,they need to remaster this
call of duty: world at war,its not infinite warfare
call of duty: world at war,"buy the damn game. whether it be the endless and challenging multiplayer, the zombies, the tens of thousands of mods, or the fact that it's my favorite cod game out there. buy. the. damn. game."
call of duty: world at war,best cod on pc along with cod 4 + all dlc free +custom zombies +mods +great campaign +zombies -multiplayer isn't at its peak -you will run into hackers in multiplayer
call of duty: world at war,"i have a story to tell, might get nostalgic to some of you so sit down and grab a drink. back in 2009, i was at my cousins house playing out in the yard, then his bigger brother left his room to go walking with the older cousins, leaving just me, my cousin(we'll call cathal) and my other cousin aaron. now we went in his room and found his xbox 360 and a so we turned it on. the game inside, call of duty: world at war. we decided to play and when we got on, we choose multiplayer and played with the split screen mode ond choose one of my favourite maps, castle. we would camp at the two main buildings snipping with the ptrs-41 and using the other pre-made classes. after we played for a few hours, his brother came back and we left to go back outside. i went home asking my dad if i can get this game call call of duty. he said sure. ever since that day, my life was consumed by first person shooters. i got it for the wii btw. each day i would go onto my wii and play waw. then i got an xbox 360 and xbox live. thats when i met people from around ireland or the uk (i live in australia now). i would play multiplayer for hours, zombies for hours, replay that mission where istill will never figure out how to shot amirch hamsel with a pistol from that range like wtf. tehn i got the mw series, black ops which i loved just as much and halo games which came with the 360. now, 7 years later, im 16. i play counter strike and other games on my 360. however, every so often, ill boot up waw, mw, bo, to relive distant memories. remembering all my friends who i would add to platy cod with, friends who i miss so much, friends who ill never talk to again. but in the end, call of duty is an old classic you boot up on a saturday evening to play with friends, have a laugh to escape life drama. ill miss the old days, split screening, the ppsh-41, the sense of the japense charging with a banzai. the fall of that german soilder on top of the reighstag, the sense of sniping 7 soilders and a dog with 5 bullets. ill miss cod back in the late 2000s and early 2010s. i love this game 10/10 :')"
call of duty: world at war,remember when cod was good? no? well here it is.
call of duty: world at war,"i almost hesitated buying it because negative reviews, but i went ahead: &gt; i bought the game for $10 dollars on summer 2016 sale &gt; i downloaded the 8.12 gb game &gt; i opened 'world at war multiplayer', refreshed list, and.... &gt;&gt; holy crap, servers. i join and there are still people playing&lt;&lt; &gt; i play a few games and i wonder if there zombies &gt; you must go to singleplayer/co-op to play zombies &gt; i see zombies in singleplayer but what about multiplayer zombies? &gt;&gt; in co-op, there a list of servers for co-op story and zombies -- i didn't even have to install any patch or modify my game in any way-- and i almost didn't buy the game. negative reviewers, you lied to me."
call of duty: world at war,"the last true cod experience for pc gamers. dedicated servers, custom maps, modding, all that you need!"
call of duty: world at war,this was the last call of duty that actually meant 'call of duty'
call of duty: world at war,this was the first cod game i ever played and it will always be my personal favorite. :) 9/10
call of duty: world at war,not one kid has claimed to 'bang my mom'.
call of duty: world at war,"welcome to my review for call of duty world at war. overview: call of duty world at war is a great call of duty game and extremly fun. while everyone says its a copy and paste of cod 4 its a good one and i'm glad treyarch made a ww2 version of cod 4 because the ww2 cods were great. if your wondering where all the dlc is its included in the game and its a good price for the base game and all 4 map packs. campaign: the campaign is really cool and it proves the struggle that the russians had during the germans rise to power. its one of those games that are so gorey that it makes you grateful that you didnt have to go to war and it makes you apreciate the army's work, for example you shoot someone in the arm and it will fly off and blood will splatter everywhere, shoot someone in the head with a shotgun and the enemys head will fly off, shoot someone in the leg and both legs will fly off. the story is great, you play as 2 different characters in the campaign: dimitri petrenko (russian) &amp; private c miller, on the american side you play as private c miller and you escape torture and raid the japanese camp that you escape from and continue to fight the war. it leads you through a long war that will keep you going for ages. for example on mission 2 theres an easter egg that lets you have a ray gun and mission 3 you get a flamethrower and another badass american mission is when you play as a commander on a ww2 plane and you feel like your raining death (a bit like death from above from cod 4, as i said this is a ww2 version of cod 4). the russian side where you play as dimitri is probably the best part of the campaign because it has the more badass missions. you start off by being in the middle of a massacre at a town square only to meet sergeant reznov who helps you avange the massacre. you continue the campaign trying to regain control of the reichstag (end 2 missions of the campaign) but through that journey you murder as many germans as you can, you even go to their homeland and murder them there. theres also a russian mission where you drive a tank as means of transport. the ending of the russian campaign (end of campaign acctually) is badass and im not going to spoil it, just youtube it or play the ♥♥♥♥♥♥♥ game. overall i think the campaign is great and worth the price inculded in the game, i rate is 8/10 multiplayer: i dont really play much of this, probably a quarter of my hours but i stopped playing because of how many hackers are in multiplayer. just like cod 4 you have 5 create-a-class slots with a primary weapon and 1 attachment, a secondary weapon, an equipment slot, 3 perk slots and a vehicle slot (yes some maps you can drive a tank). there is a great gamemode called war where theres a flag you have to capture and the more kills you get the faster you can capture a flag, im not going into to much detail because thats pretty much all war is. the maps are surprisingly really fun and i really enjoy them. overall i give the multiplayer 7/10 because of the hackers, if there wasnt hackers i would give 8/10 zombies: this is probably my most played part and it is because of custom zombies. custom zombies is really fun and the people out there create some amazing maps maybe even better than treyarchs default map. i wouldn't suggest playing co-op zombies unless your playing with a friend because people will steal your window and you get people on the mic but if you play solo or with a friend you save yourself from the migraines. the 4 default zombies maps are included (nacht der toten, verruckt, shi no numa &amp; der reise) and they has some really nice features (shame that only der reise has pack a punch). there are 4 perks in zombies to which is very obvious (quick revive, speedcola, juggernog and double tap). quick revive is a self revive on solo which means when you down you can get back up but you only have 3 uses, juggernog increases your health from 2 hits to die to 4-5 hits to die, speedcola makes you reload double fast and double tap lets you shoot 2x as fast. the guns are good but not amazing unless you have the ray gun or unless your on der reise and can pack a punch (pack a punch gives you a cool camo and shooting sound and doubles, qtriples or quadruples your gun damage, not sure which). overall i think zombies is the best part, i wouldn't mind paying £20 for the zombies on its own but i rate the zombies part 9.5/10. one last note: if anyone does buy the game or enjoyed the review please thumbs up as this is the first review i have spent very long on but if you do get the game please send me a friend request, i'm always looking for friends on zombies but anyways buy the game and i promise you will love it. thanks for reading ;)"
call of duty: world at war,taught me more about world war 2 than my teacher
call of duty: world at war,"zombies, that is all."
call of duty: world at war,one of the wierdest and most fun fps games ever! some people call it hat simulator and i can see why there are tons of hats from strange hats to unusual hats this game is all about hats!
call of duty: world at war,this game is: 10% luck 20% skill 15% concentrated power of will 5% pleasure 50% pain and 100% reason to purchase this game
call of duty: world at war,still standing in one of the best games in my collection. this is the bbest cod. *update* i have recently stopped playing as much. stop spamming me with friend requests :p
call of duty: world at war,"i have a deep hatred of call of duty (for a wide array of reasons), but this game on the pc kind of passed my firewall. in terms of system requirements and gameplay fluency, i was beyond surprised with how well this game runs. i was running a full 60 fps flawless, even on the higher-paced zombies mod, which honestly is the only saving grace in call of duty. the singleplayer was pretty interesting, too; it was a cool campaign of wwii taking place on two fronts against two highly different enemies - the japanese favor unconventional, barbaric and suicidal attacks which provide challenge for the close-quarters-oriented united states marines, and hitler's angels go against the soviets in a longer-ranged conflict. the weaponry feels so unique and abstract from other installments of this otherwise putrid franchise, though that primarily comes from the gore effects in this game. watching enemies' limbs go flying off when i blast them off with a pump-action shotgun reminds me of many years ago when i played this game on the xbox 360. so world at war provides an entertaining singleplayer, which also has the equivalent of halo's 'skulls' (difficulty and game modifiers that provide either more challenging or easier effects in the gameplay) and cooperative campaign gameplay (it did on the xbox, at least; i'm almost positive it does on the pc), and the zombies mode is at its strongest and purest roots. it's tragic when the series' (zombies) origins are the best version of it. oh, and it's world war ii, not this futuristic titanfall wannabe ♥♥♥♥♥♥♥t. (one of my many reasons for loathing cod.)"
call of duty: world at war,i like the fact that this call of duty had guns and your boots were on ground
call of duty: world at war,the best call of duty +20 $ check +zombie check +custom map check +no ♥♥♥♥ing 70 $ dlc check +modding check +no 8 year old kid check -hacker uncheck
call of duty: world at war,better than cod:iw 10/10
call of duty: world at war,zombies. zombies. zombies! zombies!!! that is all.
call of duty: world at war,"one of the best cods. great soundtrack, and the last cod with a cool ww2 feel. the multiplayer feels odd compared to other cod games, but isn't bad. also the cod that introduced the zombie mode, this game did it best."
call of duty: world at war,"my call of duty: world at war pros/cons list pros: +great campaign +fun multiplayer +modded zombies +not futuristic +great soundtrack +drivable tanks in multiplayer +well designed maps +one of the better cods cons: -killstreaks are annoying on some maps/gamemodes -weapons aren't balanced very well, i'm looking at you mp40 -perks like martyrdom -most people play tdm only -some maps are too gloomy looking for my taste conclusion: even though it shows its age at times, it's a great buy! thanks for reading my review :d"
call of duty: world at war,"amazing! better than new gen (bo3,aw,ghosts)"
call of duty: world at war,"call of duty: world at war is the fifth game in the cod franchise, releasing in 2008 on pc, ps3, ps2, wii and xbox 360. the game was developed by treyarch and published by activision. this game is set in the world war ii era where you play as various soldiers from united states and the red army. please note that this review is purely based on the single player aspect of world at war. the gameplay shares several features with the rest of the cod franchise up to this release. you spend the majority of the time with at least one other ai controlled squad member which guide you through levels and keeps you up to date with your current objective. you may only carry two weapons at any one time, whilst also having access to smoke grenades, molotov’s and hand grenades. we have all of the standard fps mechanics like crouching and prone positions. you recover health by staying out of line of fire of enemies, since there is no “health” packs throughout the game. you know when you are getting close to death as the edges of your screen glow red and your heartbeat increases. i personally think this is a nice feature rather than relying on a health bar, it adds to the immersion of the gameplay as the ui is very minimal. since this game was released almost eight years ago, the graphics are certainly starting to show their age, with some really low res textures, but the environments are all still really nicely designed, animations on everything is stellar too. character models are all high quality too. the game’s sound effects are brilliant too; you really feel like you are under heavy fire from enemies when you have surround sound on with a sub. the fully voice acted characters are also very well done too. this is one of the few cod games which i had a few moments of difficulty throughout the campaign. usually with cod games your ai partners are able to carry you through most levels with little interaction from you needed, however this game is different. the tank missions are the ones i found to be the most difficult as you really need eyes in the back of your head in order to avoid taking damage from the hundreds of enemies that have you in their sights. i am not condemning the game for difficulty; it is really refreshing to see a cod game has the challenge in it. the more recent cod games have become a walk in the park so it was nice to see something different here. whilst the game is linear, there are a few collectables to find throughout the single player campaign, there are 13 “death cards” to be found on every level which unlock cheat modes when playing in co-op. this again is a really cool feature and gives you some incentive to check every room, nook and cranny to find the collectables rather than a pointless achievement. the only negative point about this game for me is the game’s length. i realise i only played the single player so i am only getting half of the experience, but i would have liked to have seen at least five hour single player campaign mode. i managed to complete the game on a medium difficulty in just over three hours. you could replay the game to go back and find all of the collectables and you could also ramp up the difficulty, but given the linearity of the game i don’t see myself jumping into doing that anytime soon. looking at the steam chart numbers, the multiplayer scene is really active still so if multiplayer is your jam you will find a match quite easily still. technically i only had one issue, and that is with the graphics on some levels. it almost felt like my graphics card was dying as there was spewing graphics all over my screen at some point. it is hard to explain how they looked, but they were really off putting to the game and only happened every few levels. a simple re-load resolved the issue thankfully. call of duty: world at war is one of the best games in the cod franchise and one that still holds its own in the current generation of games. due to the single player’s length, the price point on this game is quite high at £19,99. i would say that if you plan on getting into the multiplayer side of this game, you should pick it up for that price, however if you are only interested in the single player campaign mode, you would be better off waiting for it to go on sale, unfortunately reduction on cod games are very rare so you need to keep your eyes peeled for the deals! for anyone who has just skipped a head to my rating; i will repeat, this game was reviewed purely on the single player campaign; please bear that in mind with this rating. tom's score card 1) stay away 2) not recommended 3) only recommended when on sale 4) recommended 5) highly recommended 6) this is a must play if you found this review helpful, please give it a thumbs up. if you would also like to follow my reviews more easily, be sure to join my group by clicking here . you may also be interested in checking out a pc gaming podcast, be sure to head here."
call of duty: world at war,2008 a year where exo suits where unheard of ahhh such a good year
call of duty: world at war,cod need to make more ww2 games! not like infinite warshit﻿... back when germans didn't scream ´´allahu akbar´´! #makecodgreatagain
call of duty: world at war,only bought this for custom zombies
call of duty: world at war,wait i don't have to rebuy all the dlc and the community is not dead? cool more nazi zombies for me. lorenzo is a filthy console peasant who won't play his favorite game on steam. console score: 9/10 pc score: 9.5/10
call of duty: world at war,best call of duty game
call of duty: world at war,do you like zombies? yes! do you like guns? yes! do you like cod? no! well this cod is fun for once!
call of duty: world at war,custom nazi zombies......................... i rest my case..
call of duty: world at war,"first buy on steam, (new pc gamer here, converted from console) and the pc version is like a totally different game from the console's. 60+ fps &amp; 1080p on extra graphics w/8x aa custom zombie maps easy server joining modding $20 only"
call of duty: world at war,you can fight dead nazis at taco bell and mcdonalds with chicken nugget blasters
call of duty: world at war,"custom zombies kept this game going! update: bo3 mod tools are out, custom zombies on waw has stalled."
call of duty: world at war,pros -10/10 -10/10 -10/10 -10/10 cons its too good
call of duty: world at war,"usually i try and avoid cod games like the plague but something about a wwii setting seemed like it could be interesting. after reading some reviews and watching some videos etc. i decided to get it and hell was it worth it. the campaign is short but a blast. you still are a badass but atleast you have to take cover and i ended up dying a ton of times on regular difficulty. the mulitplayer has a surprisingly decent amount of players playing it and on the right servers you will always be able to find a game and boy is it fun. zombies is also very fun and i would reccomend getting it with your friends for a real good time, because usually you'll have to wait awhile to find a zombie match. just all together this game ( atleast the campaign, and dont get me started on how amazing the seige on berlin is ) actually feels like a war and is a really good fps. i would definitely reccomend it to anyone that doesn't like future themed crummy games, or who is looking for a damn good fps."
call of duty: world at war,campaign is 10/10 multiplayer is 'good luck finding a normal game' zombies is 'do you wanna play custom zombies spongebob map' 42/0
call of duty: world at war,"in my books this is the best cod ever made. i love the atmosphere the game has: music, the way the graphics were made, the ruthless feel this game brings about war. brings back so many good memories from the years gone by. pretty sad its dead. nostalgia at its best."
call of duty: world at war,"this game is amazing, if u like world war 2 games, this one is as good as it gets, and the custom zombies is amazing."
call of duty: world at war,this is an awesome game it may not be new but every day there's new custom zombies maps even with a crappie pc this game works (trust me) its the only cod that you can play campain co-op this is awesome and hope you enjoy!!!
call of duty: world at war,admit it; you're buying this game specifically to play modded zombie maps.
call of duty: world at war,"hmm... where to begin with this amazing game. this game is the best call of duty game there is, in my opinion this game even tops cod4. let me explain why, the campaign is so much fun, intresting and replayable because this campaign has so many great missions. next the multiplayer... to date the multiplayer is amazing but nowadays there are a few hackers who just ruin it, but its very little that i see them in a game and there are some higher xp lobbies which will get you ranked up quickly if you are new to the game so you can get the good guns such as the mp-40, thompson and my fav weapon in the game the springfield plus the mp maps are just amazing and have been remade becuase they where just to great. and then there is zombies a gamemode that was nearly canceled (which would have been a massive mistake) the zombies maps are my favs out of the treyarch games and are the most fun to play and with people making modded zombie maps the fun can keep going. but zombies is very very fun if you have not played a cod treyarch game then i reccomend this one first to see how amazing cod really was. thanks for reading :)"
call of duty: world at war,"'i've seen things that no training can prepare you for, that i know of. i look at the faces around me, and i know that nobody expected anything like this.'"
call of duty: world at war,"this is one of the good call of duty games. based on cod4's iw3 engine, plus the modding capabilities, the community is developing the game's modding even fruther ahead. but the only things is - i can only see alot of custom zombie maps, speaking of mods and custom content. dear modders! if you're reading this review, please, make some cool multiplayer mods + some custom co-op campaign maps ^.^"
call of duty: world at war,custom zombies is pretty fun
call of duty: world at war,remember when call of duty was good? yeah this was it.
